"Distrito","Ingresos_Total","Gastos_Total","Personal_Limpieza","Residuos_Solidos","Personal_Vigilancia"
"CALETA DE CARQUIN",4249840.65,3618090.23,2,6000,0
"CHECRAS",1767466.89,1384084.78,0,13798.4666666667,0
"HUALMAY",11802452.34,10017217.86,42,20000,10
"HUAURA",18342055.47,19208983.78,10,4500,11
"LEONCIO PRADO",5688269.26,5315144.27,0,500,0
"PACCHO",7224472.21,6844087.87,0,1000,0
"SANTA LEONOR",2351934.82,2262178.7,0,13798.4666666667,0
"SANTA MARIA",18613994.98,14989320.71,22,28000,0
"SAYAN",16147195.61,12884296.37,17,17400,2
"VEGUETA",17957232.27,16239204.38,6,9000,2
"OYON",20915787.5,20849373.61,9,5000,8
"ANDAJES",2285262.14,1390076.16,1,11,0
"CAUJUL",1125397.09,1138258.98,0,50,0
"COCHAMARCA",9071132.77,9037369.98,0,300,0
"NAVAN",3363128.5,2959611.74,0,150,0
"PACHANGARA",5360925.98,2834220.11,4,1670,2
"YAUYOS",38710444.99,43904623.6,4,1540,0
"ALIS",4901620.94,2457882.81,0,30,0
"ALLAUCA",14146775.14,13671020.19,0,80,0
"AYAVIRI",997797.76,874007.65,0,230,0
"AZANGARO",1545296.36,1687301.1,0,500,0
"CACRA",2362680.79,2230770.11,4,129,0
"CARANIA",3356807.81,2748328.61,4,50,0
"CATAHUASI",2488559.75,2052199.44,0,500,0
"CHOCOS",3959007.13,3422693.87,0,500,0
"COCHAS",868305.53,852874.79,1,720,0
"COLONIA",2410811.25,1503947.99,0,200,0
"HONGOS",1163172.83,862545.25,0,100,0
"HUAMPARA",974391.03,864860.27,0,200,0
"HUANCAYA",1544041.63,1006180.56,0,300,0
"HUANGASCAR",1671076.61,1572185.52,0,100,0
"HUANTAN",12170145.87,10878935.82,0,250,0
"HUAÑEC",2054334.72,1576752.21,0,80,0
"LARAOS",2740565.86,2714111.74,0,300,0
"LINCHA",2932283.64,2149686.59,1,20,0
"MADEAN",1931617,1945772.76,0,114,0
"MIRAFLORES",3621481.55,2939004.81,2,83,0
"OMAS",1261030.89,1038985.21,0,350,0
"PUTINZA",2434799.81,2362534.63,1,300,0
"QUINCHES",1955132.56,1207374.07,0,95,0
"QUINOCAY",2218264.51,2141156.8,0,1000,0
"SAN JOAQUIN",837007.8,740477.12,0,40,0
"SAN PEDRO DE PILAS",956493.27,582189.37,0,120,0
"TANTA",1491197.84,1153552.3,0,82,0
"TAURIPAMPA",2144780.72,1220908.05,0,200,0
"TOMAS",2798952.91,2761108.79,0,150,0
"TUPE",1935224.45,1570940.38,0,10,0
"VIÑAC",3395283.73,3271453.13,0,18,0
"VITIS",949304.39,730142.15,0,80,0
"IQUITOS",110028202.22,116465235.85,263,160000,4
"ALTO NANAY",4529864.23,4727490.1,0,4000,0
"FERNANDO LORES",12516817.19,11847872.41,6,3000,5
"INDIANA",6687600.78,7010473.79,11,3000,0
"LAS AMAZONAS",6715936.74,6787261.17,0,250,0
"MAZAN",8604908.69,8488868.38,5,3500,0
"NAPO",11405208.34,11826570.78,0,300,3
"PUNCHANA",22198853.43,22540615.75,25,50000,4
"TORRES CAUSANA",4947334.34,5000034.59,0,400,0
"BELEN",32849567.19,31626929.62,31,50000,3
"SAN JUAN BAUTISTA",62334947.03,62204838.87,39,90000,0
"YURIMAGUAS",80913975.45,88934363.47,9,44930,0
"BALSAPUERTO",10520157.4,13661074.02,0,2000,0
"JEBEROS",4301353.87,4207021.69,0,350,0
"LAGUNAS",13692673.24,13848032.41,0,6000,0
"SANTA CRUZ",8906909.04,7448208.16,0,3000,1
"TENIENTE CESAR LOPEZ ROJAS",5884349.7,5774041.39,0,3462,0
"NAUTA",64665902.34,63124207.53,9,15500,2
"PARINARI",9720243.98,11629020.73,0,1952,0
"TIGRE",17628164.13,17509376.14,1,1250,0
"TROMPETEROS",20767931.45,20765978.4,0,800,0
"URARINAS",12926658.27,12862435.75,0,600,0
"RAMON CASTILLA",31183824.26,20788199.13,5,7500,0
"PEBAS",12115558.68,11465684.18,0,1975,0
"YAVARI",11428183.89,11715660.25,0,700,0
"SAN PABLO",12581680.31,10168899.43,0,3000,0
"REQUENA",23542940.17,24345975.75,0,28000,0
"ALTO TAPICHE",3068116.05,3240842.54,0,500,0
"CAPELO",2716394.08,4399361.88,10,450,0
"EMILIO SAN MARTIN",4428638.32,4483672.44,0,300,0
"MAQUIA",6384054.88,6554148.06,0,500,0
"PUINAHUA",4835285.87,6200837.98,0,200,0
"SAQUENA",4799554.51,4810808.24,3,100,0
"SOPLIN",11343849.4,11516210.57,0,50,0
"TAPICHE",1635036.43,2523331.57,0,60,0
"JENARO HERRERA",2872847.13,3073462.22,0,3700,0
"YAQUERANA",2373406.75,2384214.85,0,500,0
"CONTAMANA",26264635.12,34676734.02,17,18000,0
"INAHUAYA",12310130.6,11783504.85,0,200,0
"PADRE MARQUEZ",3887974.53,3773624.24,1,700,0
"PAMPA HERMOSA",6660246.2,6775582.11,1,400,0
"SARAYACU",9109811.68,9369813.49,0,2700,0
"VARGAS GUERRA",5439794.93,4500684.11,0,2348,0
"BARRANCA",31918306.73,31280206.48,3,15000,0
"CAHUAPANAS",6267469.35,8664256.67,0,35,0
"MANSERICHE",7670151.66,6751620.16,0,3000,0
"MORONA",9560153.6,9628829.38,0,800,0
"PASTAZA",12041322.52,14271372.37,0,200,0
"ANDOAS",10810095.02,10951880.45,0,500,0
"PUTUMAYO",4410897.24,9394355.04,0,4000,0
"ROSA PANDURO",1716589.94,1377444,0,10,0
"TENIENTE MANUEL CLAVERO",8183939.96,8204137.96,0,500,0
"YAGUAS",1197338.56,1223587.23,1,300,0
"TAMBOPATA",71592502.78,63866447.17,0,75000,0
"INAMBARI",18038297.49,14987488.3,10,25000,0
"LAS PIEDRAS",9668881.1,6630765.36,0,6200,0
"LABERINTO",6986698.19,5675468.61,6,8000,0
"MANU",7265211.16,7756149.47,0,300,0
"FITZCARRALD",1516298.6,1416807.55,0,600,0
"MADRE DE DIOS",12434172.92,11052052.45,0,6000,0
"HUEPETUHE",10874343.34,5890458.32,2,2181,0
"IÑAPARI",25547170.33,22474671.34,12,1400,1
"IBERIA",8269807.97,7572180.43,0,5100,0
"TAHUAMANU",2513405.64,2308060.7,0,500,0
"MOQUEGUA",265751853.31,187820369.07,122,77000,0
"CARUMAS",14141261.95,10632285.29,22,2580,0
"CUCHUMBAYA",3931663.42,3287975.31,4,146,3
"SAMEGUA",26925871.17,14421571.68,4,7500,3
"SAN CRISTOBAL",10602185.9,8395549.3,7,2000,0
"TORATA",91294900.45,65199126.46,21,2500,22
"OMATE",48001597.77,40960691.81,0,100,1
"CHOJATA",4738086.68,4013664.59,0,71,0
"COALAQUE",2601445.7,2132342.67,1,1500,0
"ICHUÑA",13791127.12,12730466.93,1,1200,3
"LA CAPILLA",6746740.14,6050143.24,0,10,0
"LLOQUE",2475941.65,2132701.76,0,430,0
"MATALAQUE",2085770.2,1500762.06,0,62,0
"PUQUINA",4548713.11,5379054.77,1,800,0
"QUINISTAQUILLAS",1459296.68,1417851.21,0,1200,0
"UBINAS",6564863.9,6709491.71,0,150,0
"YUNGA",4311522.2,3191961.58,0,35,0
"ILO",119090712.72,84793247.18,19,57800,0
"EL ALGARROBAL",37628419.79,13140107.58,1,1714,1
"PACOCHA",9058296.46,7400553.8,14,3000,4
"CHAUPIMARCA",48031693.49,41722536.5,70,28000,32
"HUACHON",4110304.89,4096066.18,10,1500,0
"HUARIACA",10841874.52,5143090.92,5,5420,7
"HUAYLLAY",17262427.55,16165419.42,17,4050,1
"NINACACA",3953922.43,3588008.8,0,1500,0
"PALLANCHACRA",3140194.3,3031222.71,8,325,1
"PAUCARTAMBO",29795898.19,29400935.66,0,4100,0
"SAN FRANCISCO DE ASIS DE YARUSYACAN",5717740.36,4844240.4,5,1300,2
"SIMON BOLIVAR",13122718.03,8883073.07,6,4500,3
"TICLACAYAN",13443029.72,7722303.78,7,1850,0
"TINYAHUARCO",5916947.22,5509425.04,0,3150,0
"VICCO",2489191.97,1692864.09,0,470,0
"YANACANCHA",17914376.32,17794363.82,67,29000,16
"YANAHUANCA",18477574.67,19852411.67,0,9500,0
"CHACAYAN",2747988.09,2583214.48,6,800,0
"GOYLLARISQUIZGA",2297662.37,1642835.15,0,1000,0
"PAUCAR",1434665.1,1614242.9,0,643,1
"SAN PEDRO DE PILLAO",2770939.47,2808162.68,0,800,0
"SANTA ANA DE TUSI",22796474.46,16207270.22,0,1500,0
"TAPUC",2683071.41,2366922.1,0,960,0
"VILCABAMBA",3536308.48,3506625.82,0,50,0
"OXAPAMPA",34071025.37,34936967.29,5,11143,1
"CHONTABAMBA",9144571.96,7518194.72,3,5300,4
"HUANCABAMBA",6738096.39,6417789.74,0,1440,0
"PALCAZU",7892133.04,6610455.26,4,2000,1
"POZUZO",7015354.66,6527254.36,5,1038,0
"PUERTO BERMUDEZ",43656768.19,14501322.17,22,6000,6
"VILLA RICA",15799660.79,15262088.18,17,8000,4
"CONSTITUCIÓN",15240588.02,13779090.5,2,8000,1
"PIURA",259309348.86,216467936.69,453,194428,180
"CASTILLA",110946665.66,99926979.2,343,116811,14
"CATACAOS",30407097.77,24732083.25,21,25000,0
"CURA MORI",30960438.69,31784972.64,21,6800,6
"EL TALLAN",15819608,15420679.13,1,1220,8
"LA ARENA",54524228.41,54251539.17,2,9000,3
"LA UNION",26853623.51,25113046.13,24,26470,3
"LAS LOMAS",48671896.9,44341430.84,4,15000,0
"TAMBO GRANDE",121100869.88,96133187.75,30,40000,0
"VEINTISÉIS DE OCTUBRE",113030838.47,83344097.19,169,104000,3
"AYABACA",99065983.63,74761591.51,13,6000,0
"FRIAS",47880819.2,34723689.75,0,1500,0
"JILILI",3264390.72,3336309.96,0,1630,0
"LAGUNAS",7945911.98,5681630.19,1,1000,0
"MONTERO",18224910.6,18148021.23,0,200,0
"PACAIPAMPA",31315868.22,23225162.59,0,2040,0
"PAIMAS",11819389.47,11366050.2,2,2000,0
"SAPILLICA",34610266.53,29528477.86,0,700,5
"SICCHEZ",4255351.51,4223217.41,0,883,0
"SUYO",22539546.29,12888165.98,0,8000,14
"HUANCABAMBA",66861115.51,50403727.53,0,12000,0
"CANCHAQUE",28146858.92,39771313.33,1,3455,0
"EL CARMEN DE LA FRONTERA",45871104.81,38263049.38,0,3020,2
"HUARMACA",105433573.72,89375901.88,0,7500,0
"LALAQUIZ",4381419.43,4048310,0,300,0
"SAN MIGUEL DE EL FAIQUE",23245376.07,26605045.37,1,6060,0
"SONDOR",9582069.97,9431954.24,2,600,0
"SONDORILLO",43513250.49,40794847.84,2,900,0
"CHULUCANAS",135769578.92,118389768.28,35,60000,0
"BUENOS AIRES",12914005.46,17973439.72,1,3840,1
"CHALACO",34755704.04,33327433.01,0,2500,0
"LA MATANZA",9848142.49,8401378.73,3,5000,0
"MORROPON",11181433.2,10465615.33,3,9000,0
"SALITRAL",8015829.54,7742578.45,5,1000,0
"SAN JUAN DE BIGOTE",4747076.38,4378954.54,0,800,0
"SANTA CATALINA DE MOSSA",9492574.01,11835152.62,0,150,0
"SANTO DOMINGO",13707608.31,13894240.85,3,1050,0
"YAMANGO",29523329.65,29420031.43,0,416,0
"PAITA",121275553.14,85644717.4,0,70000,0
"AMOTAPE",2911089.61,2128610.41,1,1500,1
"ARENAL",3511299.83,1726446.42,2,500,0
"COLAN",15367328.58,13592405.46,2,5000,0
"LA HUACA",15878094.11,12719609.12,6,6750,0
"TAMARINDO",8822488.58,8121151.99,4,1500,0
"VICHAYAL",9871172.62,7699116.06,3,6500,0
"SULLANA",145306022.1,139586601.13,353,78676,72
"BELLAVISTA",20997685.25,23813913.74,38,10000,4
"IGNACIO ESCUDERO",19698974.98,18884672.69,4,7000,0
"LANCONES",16462429.31,14289938.9,3,850,0
"MARCAVELICA",38159332.39,35509266.34,13,15000,3
"MIGUEL CHECA",7027051.83,6301872.16,7,5000,0
"QUERECOTILLO",38779238.95,34888132.88,6,6700,0
"SALITRAL",6430899.18,6225805.35,8,4000,0
"PARIÑAS",162600847.91,113842145.65,58,77000,22
"EL ALTO",37344858.98,29056564.56,1,16000,0
"LA BREA",25437375.92,21241818.89,8,8400,0
"LOBITOS",19053904.18,6092735.8,0,3650,0
"LOS ORGANOS",19593824.69,12619052.06,28,11000,16
"MANCORA",22159823.4,19192883.39,36,12000,2
"SECHURA",101154873.69,67336622.35,34,24000,3
"BELLAVISTA DE LA UNION",3137635.56,2862507.54,1,7500,0
"BERNAL",27228921.27,28572111.15,0,5000,0
"CRISTO NOS VALGA",4660793.34,3336518.41,2,1500,0
"VICE",19377120.74,14413638.71,2,1000,1
"RINCONADA LLICUAR",6387807.23,5753086.88,0,5600,0
"PUNO",95448195.22,90131543.74,123,95000,20
"ACORA",13651999.43,10563667.95,2,4700,0
"AMANTANI",2969881.78,2211686.71,0,12,0
"ATUNCOLLA",4777189.41,5345345.89,0,80,0
"CAPACHICA",16171650.22,15894827.81,0,1500,0
"CHUCUITO",3608795.78,3725803.28,0,350,0
"COATA",3516147.07,4235414.63,0,200,0
"HUATA",5214004.64,5283827.02,3,600,2
"MAÑAZO",5203391.39,5354310.83,0,700,0
"PAUCARCOLLA",4387510.95,3288088.01,3,180,2
"PICHACANI",7105300.28,5710933.1,0,180,0
"PLATERIA",4715524.17,4449081.24,1,50,0
"SAN ANTONIO",2915434.32,3008390.08,0,117,0
"TIQUILLACA",1780149.91,2429618.97,0,142,2
"VILQUE",3177058.6,4533417.61,0,400,1
"AZANGARO",64926259.12,63136303.92,9,20000,0
"ACHAYA",9563931.75,10003208.79,0,40,0
"ARAPA",14833192.89,15811085.59,1,580,0
"ASILLO",14192883.09,14520546.51,0,300,0
"CAMINACA",3949166.22,2773445.29,0,150,0
"CHUPA",10552961.9,9928889.02,0,100,0
"JOSE DOMINGO CHOQUEHUANCA",3843524.21,3327707.59,0,435,0
"MUÑANI",13566773.15,6360350.49,0,1400,0
"POTONI",11103254.13,8612015.26,0,2000,0
"SAMAN",7923212.73,8170656.66,0,490,0
"SAN ANTON",8805725.32,8483671.83,0,648,0
"SAN JOSE",4006811.78,4052589.28,0,280,0
"SAN JUAN DE SALINAS",5045044.46,4066577.66,0,30,0
"SANTIAGO DE PUPUJA",6442439.75,4833250.09,0,55,0
"TIRAPATA",5075698.58,6075096.11,0,100,0
"MACUSANI",52473313.45,40654796.89,0,6000,0
"AJOYANI",8795891.79,6614284.07,0,400,0
"AYAPATA",11179379.54,10456129.55,0,2000,0
"COASA",8553953.01,8420525.99,0,2700,0
"CORANI",7823981.76,13248103.45,0,400,0
"CRUCERO",7098958.79,7332572.65,8,612,11
"ITUATA",7490181.73,7373082.69,0,950,0
"OLLACHEA",7422483.89,6538384.27,0,3000,0
"SAN GABAN",11333746.15,8734538.64,4,1430,4
"USICAYOS",13964327.47,11631150.37,0,1080,0
"JULI",76094805.27,62308463.76,13,40400,7
"DESAGUADERO",17815312.33,10741419.62,0,6400,0
"HUACULLANI",12688982.79,12055184.6,0,450,0
"KELLUYO",10709137.37,10352886.44,0,1578,0
"PISACOMA",9782404.12,7458579.85,7,550,6
"POMATA",9742965.13,9842399.79,0,1505,0
"ZEPITA",20100015.22,9669703.66,0,560,0
"ILAVE",60410219.02,53810806.94,0,16000,0
"CAPAZO",2402769.21,2233462.34,0,20,2
"PILCUYO",6760090.22,6921368,14,300,0
"SANTA ROSA",6995025.07,5356573.75,0,2000,0
"CONDURIRI",5669957.62,3591669.48,0,1000,0
"HUANCANE",33747472.29,34580486.36,1,3000,0
"COJATA",8461272.35,7163074.15,10,500,0
"HUATASANI",3029349.3,3167320.84,0,345,0
"INCHUPALLA",2841285.96,2861213.43,0,95,0
"PUSI",7816000.17,8002690.1,1,100,0
"ROSASPATA",4057485.02,2479313.9,0,12,0
"TARACO",9265185.89,7037371.84,0,600,0
"VILQUE CHICO",8394020.24,7625742.07,0,335,0
"LAMPA",27199866.92,28143168.63,11,1500,0
"CABANILLA",6962313.35,6947554.79,0,201,0
"CALAPUJA",5086605.37,4234172.31,5,20,1
"NICASIO",2229710.34,2309848.35,0,100,0
"OCUVIRI",5156251.9,3226732.2,0,400,0
"PALCA",4289171.21,4380662.09,0,250,0
"PARATIA",5349138.36,3779289.87,0,84,0
"PUCARA",3034816.56,3170096.18,0,800,0
"SANTA LUCIA",10703708.08,9219271.13,0,12000,0
"VILAVILA",5910565.73,5797037.07,0,150,0
"AYAVIRI",38640124.87,39743509.5,0,17000,0
"ANTAUTA",10261778.84,8251115.41,0,500,0
"CUPI",3250531.21,2610972.89,1,100,0
"LLALLI",6026924.48,8187702.75,0,1000,0
"MACARI",10137479.06,7131653.11,0,670,0
"NUÑOA",25791020.09,24447900.03,0,1790,0
"ORURILLO",7064943.82,7238524.79,0,1500,1
"SANTA ROSA",13243636.87,11871928.41,0,1100,0
"UMACHIRI",3425798.57,3796332.59,0,400,0
"MOHO",13681809.64,13322665.03,1,1830,0
"CONIMA",2207084.72,1946769.24,0,400,0
"HUAYRAPATA",2446660.88,2449969.26,0,200,0
"TILALI",1642743.62,3815872.36,0,25,0
"PUTINA",30219699.7,31126570.65,3,6000,0
"ANANEA",20079785.03,17394608.46,12,6500,3
"PEDRO VILCA APAZA",4287880.03,3794365.59,0,271,0
"QUILCAPUNCU",6722549.64,4858519.08,0,750,0
"SINA",7409920.8,7086118.27,0,150,0
"JULIACA",123316609.56,106927765.85,232,271000,0
"CABANA",6440420.11,6282597.85,0,590,0
"CABANILLAS",8175031.83,4564245.82,0,811,0
"CARACOTO",12505920.08,11024584.13,4,4500,1
"SAN MIGUEL",21122131.44,18842194.32,0,35000,0
"SANDIA",31741540.82,35978076.25,0,5600,14
"CUYOCUYO",4275588.48,4241655.23,0,350,0
"LIMBANI",5240460.36,3323994.9,2,500,0
"PATAMBUCO",10405660.89,3651097.85,0,145,0
"PHARA",10758252.67,12169238.94,0,2000,0
"QUIACA",7647814.21,5744372.23,0,206,0
"SAN JUAN DEL ORO",9304287.67,8853683.96,3,1500,0
"YANAHUAYA",4036397.7,3752262.25,0,709,0
"ALTO INAMBARI",9062772.03,7255277.73,0,335,0
"SAN PEDRO DE PUTINA PUNCO",23845583.48,21171714.1,4,1890,2
"YUNGUYO",29315542.79,19695068.38,0,4070,1
"ANAPIA",1786488.97,1908220.95,2,450,2
"COPANI",3641625.69,3703890.07,0,540,0
"CUTURAPI",1120133.71,1210135.08,1,80,0
"OLLARAYA",3271537.12,3308005.47,0,200,0
"TINICACHI",1322127.33,976469.17,0,50,0
"UNICACHI",1654176.85,1768173.33,2,13798.4666666667,1
"MOYOBAMBA",94183379.76,65031725.57,62,66000,8
"CALZADA",5708416.98,5418595.8,2,1524,0
"HABANA",2086885.9,2061753.02,0,3580,0
"JEPELACIO",25723391.34,23999711.3,0,3428,0
"SORITOR",21733805.31,26820174.17,0,12000,0
"YANTALO",2255051.91,2301010.92,0,2500,1
"BELLAVISTA",21212214.64,23767829.34,15,9000,6
"ALTO BIAVO",11112531.22,10471191.72,0,1039,0
"BAJO BIAVO",12557021.45,10508716.24,0,2500,2
"HUALLAGA",15275468.17,15035164.96,0,723,0
"SAN PABLO",4198178.04,5072729.73,0,2100,1
"SAN RAFAEL",3490585.79,3293362.79,0,6500,0
"SAN JOSE DE SISA",17962493.05,19522839.57,4,14706,3
"AGUA BLANCA",9983234.58,9909174.21,0,500,0
"SAN MARTIN",9753603.52,13011288.11,0,1600,0
"SANTA ROSA",5568212.04,5664276.38,0,5000,0
"SHATOJA",18005190.71,17889650.15,2,700,0
"SAPOSOA",14952162.09,19583053.11,1,6000,0
"ALTO SAPOSOA",3909077.09,3009663.4,6,3400,1
"EL ESLABON",4646380.82,2837590.54,2,2000,0
"PISCOYACU",4679717.92,4266600.52,0,2500,0
"SACANCHE",2225682.46,2016151.15,0,1500,0
"TINGO DE SAPOSOA",986092.56,907916.56,3,6000,0
"LAMAS",25456828.6,30168104.66,3,15000,0
"ALONSO DE ALVARADO",9150861.28,7986783.83,2,5000,0
"BARRANQUITA",3462117.58,5963568.8,0,3000,0
"CAYNARACHI",7370884.66,7643976.68,0,8000,1
"CUÑUMBUQUI",3356003,3036704.55,1,750,0
"PINTO RECODO",6426914.55,6762228.69,0,1800,0
"RUMISAPA",1722784.84,2414514.07,0,5714,0
"SAN ROQUE DE CUMBAZA",2268763.08,2249012.23,0,50,0
"SHANAO",1957283.12,1883451.12,0,1000,0
"TABALOSOS",5948501,5887463.83,4,10000,0
"ZAPATERO",4069573.28,4033546.78,0,2000,0
"JUANJUI",20401187.07,27804676.56,19,22000,0
"CAMPANILLA",5329029.02,5282412.93,0,3000,0
"HUICUNGO",4800366.72,4568737.2,0,2000,0
"PACHIZA",3433676.77,3289340.23,0,3500,0
"PAJARILLO",3427258.2,3671567.44,0,2000,0
"PICOTA",43558332.29,31221665.59,5,10000,5
"BUENOS AIRES",7881933.27,7814167.99,0,2500,0
"CASPISAPA",4163482.48,4142444.55,3,1602,0
"PILLUANA",16365356.32,16844628.2,0,360,0
"PUCACACA",1385661.74,2105207.45,0,1000,0
"SAN CRISTOBAL",4126360.39,4153653.1,0,300,0
"SAN HILARION",2548796.24,2574055.48,2,2421,0
"SHAMBOYACU",5443571.48,5447093.3,0,1000,0
"TINGO DE PONASA",7923614.64,8066303.18,0,650,0
"TRES UNIDOS",4093479.32,4257539.46,0,4000,0
"RIOJA",39900670.81,29761822.98,26,18000,16
"AWAJUN",7046051.04,5647921.68,0,2000,2
"ELIAS SOPLIN VARGAS",9632487.2,8801236.36,0,9850,0
"NUEVA CAJAMARCA",102688777.38,102048342.95,16,26200,7
"PARDO MIGUEL",17817423.75,16307610.73,4,7325,10
"POSIC",1862806.52,1601364.42,0,900,0
"SAN FERNANDO",2882291.32,2672823.51,1,1500,0
"YORONGOS",3036621.09,3196307.57,0,3011,0
"YURACYACU",7047189.22,7562883.03,0,1600,0
"TARAPOTO",58782630.55,57760777.89,97,150000,22
"ALBERTO LEVEAU",989709.5,959150.56,1,500,0
"CACATACHI",12530013.18,12392832.13,0,3121,0
"CHAZUTA",7365393.07,9369023.75,0,2000,0
"CHIPURANA",1126348.04,1214444.05,0,1100,0
"EL PORVENIR",1315524.91,1330465.5,0,500,0
"HUIMBAYOC",2167343,2418124.44,0,3000,0
"JUAN GUERRA",1742096.17,3258909.78,0,1115,0
"LA BANDA DE SHILCAYO",17826089.77,17996093.67,9,33600,0
"MORALES",28651411.16,28027418.76,0,64980,1
"PAPAPLAYA",1353662.11,1377476.65,0,500,0
"SAN ANTONIO",10810957.51,13543602.52,0,1500,0
"SAUCE",11059711.6,11262502.6,0,5000,0
"SHAPAJA",2067969.61,1500721.21,0,1200,0
"TOCACHE",37995575.52,33759042.31,28,28112,13
"NUEVO PROGRESO",11898835.81,11297800.43,0,4000,0
"POLVORA",8649430.96,8802484.13,2,450,0
"SHUNTE",2532329.14,3539570.07,0,40,0
"UCHIZA",12192878.56,13031632.13,6,7000,0
"TACNA",159599304.68,114102809.28,33,102235,0
"ALTO DE LA ALIANZA",48073373.72,29601274.71,7,26580,0
"CALANA",7035433.61,5500879.92,3,7110,0
"CIUDAD NUEVA",36516044.3,27418107.94,15,12500,0
"INCLAN",16394861.83,11966908.09,5,720,3
"PACHIA",7166852.33,5309376.75,5,450,0
"PALCA",10755564.13,9000520.58,0,90,0
"POCOLLAY",28114047.86,25617777.79,3,15000,0
"SAMA",15329327.96,9672078.5,1,700,3
"CORONEL GREGORIO ALBARRACIN LANCHIPA",200995108.97,114845565.43,86,81222,3
"LA YARADA LOS PALOS",28938387.08,19086127.7,1,3314,0
"CANDARAVE",15891276.99,12667317.69,0,300,0
"CAIRANI",10377058.12,9813687.88,0,200,0
"CAMILACA",20740557.29,11933068.56,0,1000,0
"CURIBAYA",3540774.3,2880374.11,0,60,0
"HUANUARA",2452221.91,1771638.12,0,500,0
"QUILAHUANI",7357699.2,6819105.3,0,285,0
"LOCUMBA",105662830.83,58611899.63,0,2500,0
"ILABAYA",186633925.05,129374269.04,0,2491,0
"ITE",83101910.06,50561217.07,0,2000,0
"TARATA",14093673.48,12802890.65,0,1052,0
"HEROES ALBARRACIN",7927585.69,7406411.74,0,100,0
"ESTIQUE",1515343.31,1373540.69,0,35,0
"ESTIQUE-PAMPA",1031920.45,980341.98,0,400,0
"SITAJARA",2446091.84,1555121.48,0,40,0
"SUSAPAYA",3097441.37,1845397.17,0,70,0
"TARUCACHI",2532402.77,2122859.66,0,50,0
"TICACO",4168899.32,3881264.93,3,1550,0
"TUMBES",100568235.67,86276322.85,290,90000,0
"CORRALES",21047369.27,19769265.35,24,12000,6
"LA CRUZ",4229483.28,4120589.59,5,2500,11
"PAMPAS DE HOSPITAL",4759070.92,3781285.54,17,3000,0
"SAN JACINTO",9767262.5,8119504.29,11,5000,0
"SAN JUAN DE LA VIRGEN",2155227.4,1743603.06,1,4000,0
"ZORRITOS",35261629.93,23903296.79,22,31000,28
"CASITAS",9917331.41,8661463.37,0,500,0
"CANOAS DE PUNTA SAL",32088159.82,14119507.58,5,6500,0
"ZARUMILLA",42872186.82,31005497.34,9,24000,7
"AGUAS VERDES",25159738.35,18412872.56,0,19000,11
"MATAPALO",11636700.83,6686775.95,0,510,0
"PAPAYAL",6945220.16,5315674.31,2,2500,0
"CALLERIA",179874340.9,144880313.36,116,191000,87
"CAMPOVERDE",21226786.84,26029948.55,12,15000,5
"IPARIA",9967570.56,8520530.94,0,900,2
"MASISEA",13839605,12516514.87,0,260,0
"YARINACOCHA",42923561.73,31549472.55,54,95000,0
"NUEVA REQUENA",5891285.76,5298413.27,2,3400,0
"MANANTAY",36907723.79,36287863.64,10,64000,0
"RAIMONDI",85248020.04,54378995.4,68,22158,0
"SEPAHUA",17935427.79,15304550.24,1,3500,0
"TAHUANIA",18685636.8,14402740.92,0,1210,0
"YURUA",10729639.34,10544045.67,0,300,0
"PADRE ABAD",33794560.45,33655228.27,0,20821,1
"IRAZOLA",9149578.11,8705528.29,0,5000,0
"CURIMANA",13139854.58,12214407.65,2,6000,2
"NESHUYA",9829463.3,9497257.41,0,3900,0
"ALEXANDER VON HUMBOLDT",4534922.58,3911376.27,0,5000,0
"PURUS",8185867.56,7116701.83,7,350,10
